"","SNP","ID","Chromosome","Position","Trait.name","PS","Ind.SNP","SUPER","FarmCPU","mrMLM","rrBLUP","GLM","MAF.1.x","PVE.1.y","X","X.1","X.2","X.3","X.4","Gene","chr","start","end","width","strand","dis_start.positon","dis_positon.end"
"2161","PstI.TP537292","CCirc_cm.36",1,78162057,"CCirc_cm","PS_N(1)","124+36088im(1)","","","FASTmrMLM(1)","","",0.2773,4.07,NA,"",NA,NA,"","Sobic.001G514400.1","Chr01",78160422,78162432,2011,"+",-1635,-375
"2162","PstI.TP537292","CCirc_cm.36",1,78162057,"CCirc_cm","PS_N(1)","124+36088im(1)","","","FASTmrMLM(1)","","",0.2773,4.07,NA,"",NA,NA,"","Sobic.001G514500.8","Chr01",78162706,78168598,5893,"-",649,-6541
"2163","PstI.TP541255","CmN.184",10,53477961,"CmN","PS_N(1)","124+36088im(1)","","FarmCPU(1)","","","",0.05935,1.511,NA,"",NA,NA,"","Sobic.010G192600.2","Chr10",53477729,53481217,3489,"+",-232,-3256
"2164","PstI.TP541255","CmN.184",10,53477961,"CmN","PS_N(1)","124+36088im(1)","","FarmCPU(1)","","","",0.05935,1.511,NA,"",NA,NA,"","Sobic.010G192600.1","Chr10",53477729,53484983,7255,"+",-232,-7022
"2165","PstI.TP5429","CmD_BI_mm.54",2,74605041,"CmD_BI_mm","PS_N(1)","124+36088im(1)","","FarmCPU(1)","","","",0.2011,0.7893,NA,"",NA,NA,"","Sobic.002G393266.1","Chr02",74604422,74609738,5317,"+",-619,-4697
"2166","PstI.TP543083","CmN.185",7,7619505,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1)","","","","GLM(1)",0.2048,6.796,NA,"",NA,NA,"","Sobic.007G068300.1","Chr07",7617494,7620027,2534,"+",-2011,-522
"2167","PstI.TP547023","CmN.186",2,75564773,"CmN","PS_Y(2)","C124+2560(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.06855,0.5266,NA,"",NA,NA,"","Sobic.002G405800.2","Chr02",75554537,75564924,10388,"-",-10236,-151
"2168","PstI.TP547023","CmN.186",2,75564773,"CmN","PS_Y(2)","C124+2560(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.06855,0.5266,NA,"",NA,NA,"","Sobic.002G405800.1","Chr02",75554537,75564924,10388,"-",-10236,-151
"2169","PstI.TP548121","Bcirc_cm.55",9,58253929,"Bcirc_cm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.06132,0.1839,NA,"",NA,NA,"","Sobic.009G247100.1","Chr09",58252379,58255448,3070,"+",-1550,-1519
"2170","PstI.TP55941","CCirc_cm.37",6,51146867,"CCirc_cm","PS_Y(5)","C106+4202(3);C116+3293(1);C124+2560(1)","CMLM+SUPER(1)","","FASTmrMLM(1);ISIS EM-BLASSO(1);pKWmEB(2)","","",0.2549,18.91,NA,"",NA,NA,"","Sobic.006G150100.1","Chr06",51145123,51147729,2607,"+",-1744,-862
"2171","PstI.TP55941","CCirc_cm.37",6,51146867,"CCirc_cm","PS_Y(5)","C106+4202(3);C116+3293(1);C124+2560(1)","CMLM+SUPER(1)","","FASTmrMLM(1);ISIS EM-BLASSO(1);pKWmEB(2)","","",0.2549,18.91,NA,"",NA,NA,"","Sobic.006G150100.1","Chr06",51145123,51147729,2607,"+",-1744,-862
"2172","PstI.TP55941","CCirc_cm.37",6,51146867,"CCirc_cm","PS_Y(5)","C106+4202(3);C116+3293(1);C124+2560(1)","CMLM+SUPER(1)","","FASTmrMLM(1);ISIS EM-BLASSO(1);pKWmEB(2)","","",0.2549,18.91,NA,"",NA,NA,"","Sobic.006G150100.1","Chr06",51145123,51147729,2607,"+",-1744,-862
"2173","PstI.TP55941","CCirc_cm.37",6,51146867,"CCirc_cm","PS_Y(5)","C106+4202(3);C116+3293(1);C124+2560(1)","CMLM+SUPER(1)","","FASTmrMLM(1);ISIS EM-BLASSO(1);pKWmEB(2)","","",0.2549,18.91,NA,"",NA,NA,"","Sobic.006G150100.1","Chr06",51145123,51147729,2607,"+",-1744,-862
"2174","PstI.TP55941","CmD_LI_mm.45",6,51146867,"CmD_LI_mm","PS_Y(1)","C106+4202(1)","","","ISIS EM-BLASSO(1)","","",0.2547,7.24,NA,"",NA,NA,"","Sobic.006G150100.1","Chr06",51145123,51147729,2607,"+",-1744,-862
"2175","PstI.TP55941","CmD_LI_mm.45",6,51146867,"CmD_LI_mm","PS_Y(1)","C106+4202(1)","","","ISIS EM-BLASSO(1)","","",0.2547,7.24,NA,"",NA,NA,"","Sobic.006G150100.1","Chr06",51145123,51147729,2607,"+",-1744,-862
"2176","PstI.TP55941","CmD_LI_mm.45",6,51146867,"CmD_LI_mm","PS_Y(1)","C106+4202(1)","","","ISIS EM-BLASSO(1)","","",0.2547,7.24,NA,"",NA,NA,"","Sobic.006G150100.1","Chr06",51145123,51147729,2607,"+",-1744,-862
"2177","PstI.TP55941","CmD_LI_mm.45",6,51146867,"CmD_LI_mm","PS_Y(1)","C106+4202(1)","","","ISIS EM-BLASSO(1)","","",0.2547,7.24,NA,"",NA,NA,"","Sobic.006G150100.1","Chr06",51145123,51147729,2607,"+",-1744,-862
"2178","PstI.TP55941","Cml_cm.52",6,51146867,"Cml_cm","PS_Y(3)","C106+4202(1);C124+2560(2)","","","FASTmrMLM(1);mrMLM(1);pKWmEB(1)","","",0.2596,21.27,NA,"",NA,NA,"","Sobic.006G150100.1","Chr06",51145123,51147729,2607,"+",-1744,-862
"2179","PstI.TP55941","Cml_cm.52",6,51146867,"Cml_cm","PS_Y(3)","C106+4202(1);C124+2560(2)","","","FASTmrMLM(1);mrMLM(1);pKWmEB(1)","","",0.2596,21.27,NA,"",NA,NA,"","Sobic.006G150100.1","Chr06",51145123,51147729,2607,"+",-1744,-862
"2180","PstI.TP55941","Cml_cm.52",6,51146867,"Cml_cm","PS_Y(3)","C106+4202(1);C124+2560(2)","","","FASTmrMLM(1);mrMLM(1);pKWmEB(1)","","",0.2596,21.27,NA,"",NA,NA,"","Sobic.006G150100.1","Chr06",51145123,51147729,2607,"+",-1744,-862
"2181","PstI.TP55941","Cml_cm.52",6,51146867,"Cml_cm","PS_Y(3)","C106+4202(1);C124+2560(2)","","","FASTmrMLM(1);mrMLM(1);pKWmEB(1)","","",0.2596,21.27,NA,"",NA,NA,"","Sobic.006G150100.1","Chr06",51145123,51147729,2607,"+",-1744,-862
"2182","PstI.TP55941","Yld_kg.24",6,51146867,"Yld","PS_N(2)PS_Y(10)","C106+4202(6)C116+3293(4)C124+2560(2)","","","FASTmrMLM(3)mrMLM(2)ISIS EM-BLASSO(4)pLARmEB(3)","","",0.2544,24.74,NA,"PstI.TP476886",2,55394288,"PstI.TP476886\2\55394288","Sobic.006G150100.1","Chr06",51145123,51147729,2607,"+",-1744,-862
"2183","PstI.TP55941","Yld_kg.24",6,51146867,"Yld","PS_N(2)PS_Y(10)","C106+4202(6)C116+3293(4)C124+2560(2)","","","FASTmrMLM(3)mrMLM(2)ISIS EM-BLASSO(4)pLARmEB(3)","","",0.2544,24.74,NA,"PstI.TP476886",2,55394288,"PstI.TP476886\2\55394288","Sobic.006G150100.1","Chr06",51145123,51147729,2607,"+",-1744,-862
"2184","PstI.TP55941","Yld_kg.24",6,51146867,"Yld","PS_N(2)PS_Y(10)","C106+4202(6)C116+3293(4)C124+2560(2)","","","FASTmrMLM(3)mrMLM(2)ISIS EM-BLASSO(4)pLARmEB(3)","","",0.2544,24.74,NA,"PstI.TP476886",2,55394288,"PstI.TP476886\2\55394288","Sobic.006G150100.1","Chr06",51145123,51147729,2607,"+",-1744,-862
"2185","PstI.TP55941","Yld_kg.24",6,51146867,"Yld","PS_N(2)PS_Y(10)","C106+4202(6)C116+3293(4)C124+2560(2)","","","FASTmrMLM(3)mrMLM(2)ISIS EM-BLASSO(4)pLARmEB(3)","","",0.2544,24.74,NA,"PstI.TP476886",2,55394288,"PstI.TP476886\2\55394288","Sobic.006G150100.1","Chr06",51145123,51147729,2607,"+",-1744,-862
"2186","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.1","Chr04",4363605,4365472,1868,"+",-1068,-799
"2187","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053700.1","Chr04",4365616,4367727,2112,"-",943,-3054
"2188","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.4","Chr04",4363605,4365607,2003,"+",-1068,-934
"2189","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.6","Chr04",4363605,4365472,1868,"+",-1068,-799
"2190","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.6","Chr04",4363605,4365472,1868,"+",-1068,-799
"2191","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053700.1","Chr04",4365616,4367727,2112,"-",943,-3054
"2192","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.5","Chr04",4363605,4365607,2003,"+",-1068,-934
"2193","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.1","Chr04",4363605,4365472,1868,"+",-1068,-799
"2194","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.3","Chr04",4363597,4365472,1876,"+",-1076,-799
"2195","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.2","Chr04",4363605,4366050,2446,"+",-1068,-1377
"2196","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.4","Chr04",4363605,4365607,2003,"+",-1068,-934
"2197","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.3","Chr04",4363597,4365472,1876,"+",-1076,-799
"2198","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.5","Chr04",4363605,4365607,2003,"+",-1068,-934
"2199","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.2","Chr04",4363605,4366050,2446,"+",-1068,-1377
"2200","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.1","Chr04",4363605,4365472,1868,"+",-1068,-799
"2201","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053700.1","Chr04",4365616,4367727,2112,"-",943,-3054
"2202","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.4","Chr04",4363605,4365607,2003,"+",-1068,-934
"2203","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.6","Chr04",4363605,4365472,1868,"+",-1068,-799
"2204","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.6","Chr04",4363605,4365472,1868,"+",-1068,-799
"2205","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053700.1","Chr04",4365616,4367727,2112,"-",943,-3054
"2206","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.5","Chr04",4363605,4365607,2003,"+",-1068,-934
"2207","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.1","Chr04",4363605,4365472,1868,"+",-1068,-799
"2208","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.3","Chr04",4363597,4365472,1876,"+",-1076,-799
"2209","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.2","Chr04",4363605,4366050,2446,"+",-1068,-1377
"2210","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.4","Chr04",4363605,4365607,2003,"+",-1068,-934
"2211","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.3","Chr04",4363597,4365472,1876,"+",-1076,-799
"2212","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.5","Chr04",4363605,4365607,2003,"+",-1068,-934
"2213","PstI.TP570804","CmN.187",4,4364673,"CmN","PS_Y(2)","C106+4202(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.3585,0.2823,NA,"",NA,NA,"","Sobic.004G053600.2","Chr04",4363605,4366050,2446,"+",-1068,-1377
"2215","PstI.TP577552","Cml_cm.53",2,61335361,"Cml_cm","PS_Y(2)","C106+4202(2)","","","FASTmrEMMA(1);mrMLM(1)","","",0.0288,7.509,NA,"",NA,NA,"","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+",-2043,-1947
"2216","PstI.TP577552","Cml_cm.53",2,61335361,"Cml_cm","PS_Y(2)","C106+4202(2)","","","FASTmrEMMA(1);mrMLM(1)","","",0.0288,7.509,NA,"",NA,NA,"","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+",-2043,-1947
"2217","PstI.TP577552","Cml_cm.53",2,61335361,"Cml_cm","PS_Y(2)","C106+4202(2)","","","FASTmrEMMA(1);mrMLM(1)","","",0.0288,7.509,NA,"",NA,NA,"","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+",-2043,-1947
"2218","PstI.TP577552","Cml_cm.53",2,61335361,"Cml_cm","PS_Y(2)","C106+4202(2)","","","FASTmrEMMA(1);mrMLM(1)","","",0.0288,7.509,NA,"",NA,NA,"","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+",-2043,-1947
"2219","PstI.TP577552","Cml_cm.53",2,61335361,"Cml_cm","PS_Y(2)","C106+4202(2)","","","FASTmrEMMA(1);mrMLM(1)","","",0.0288,7.509,NA,"",NA,NA,"","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+",-2043,-1352
"2220","PstI.TP577552","Cml_cm.53",2,61335361,"Cml_cm","PS_Y(2)","C106+4202(2)","","","FASTmrEMMA(1);mrMLM(1)","","",0.0288,7.509,NA,"",NA,NA,"","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+",-2043,-1352
"2221","PstI.TP577552","Cml_cm.53",2,61335361,"Cml_cm","PS_Y(2)","C106+4202(2)","","","FASTmrEMMA(1);mrMLM(1)","","",0.0288,7.509,NA,"",NA,NA,"","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+",-2043,-1352
"2222","PstI.TP577552","Cml_cm.53",2,61335361,"Cml_cm","PS_Y(2)","C106+4202(2)","","","FASTmrEMMA(1);mrMLM(1)","","",0.0288,7.509,NA,"",NA,NA,"","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+",-2043,-1352
"2223","PstI.TP577552","Yld_kg.25",2,61335361,"Yld","PS_Y(2)","C106+4202(1)C116+3293(1)","","","FASTmrEMMA(2)","","",0.0259,14.15,NA,"PstI.TP55941",6,51146867,"PstI.TP55941\6\51146867","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+",-2043,-1947
"2224","PstI.TP577552","Yld_kg.25",2,61335361,"Yld","PS_Y(2)","C106+4202(1)C116+3293(1)","","","FASTmrEMMA(2)","","",0.0259,14.15,NA,"PstI.TP55941",6,51146867,"PstI.TP55941\6\51146867","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+",-2043,-1947
"2225","PstI.TP577552","Yld_kg.25",2,61335361,"Yld","PS_Y(2)","C106+4202(1)C116+3293(1)","","","FASTmrEMMA(2)","","",0.0259,14.15,NA,"PstI.TP55941",6,51146867,"PstI.TP55941\6\51146867","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+",-2043,-1947
"2226","PstI.TP577552","Yld_kg.25",2,61335361,"Yld","PS_Y(2)","C106+4202(1)C116+3293(1)","","","FASTmrEMMA(2)","","",0.0259,14.15,NA,"PstI.TP55941",6,51146867,"PstI.TP55941\6\51146867","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+",-2043,-1947
"2227","PstI.TP577552","Yld_kg.25",2,61335361,"Yld","PS_Y(2)","C106+4202(1)C116+3293(1)","","","FASTmrEMMA(2)","","",0.0259,14.15,NA,"PstI.TP55941",6,51146867,"PstI.TP55941\6\51146867","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+",-2043,-1352
"2228","PstI.TP577552","Yld_kg.25",2,61335361,"Yld","PS_Y(2)","C106+4202(1)C116+3293(1)","","","FASTmrEMMA(2)","","",0.0259,14.15,NA,"PstI.TP55941",6,51146867,"PstI.TP55941\6\51146867","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+",-2043,-1352
"2229","PstI.TP577552","Yld_kg.25",2,61335361,"Yld","PS_Y(2)","C106+4202(1)C116+3293(1)","","","FASTmrEMMA(2)","","",0.0259,14.15,NA,"PstI.TP55941",6,51146867,"PstI.TP55941\6\51146867","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+",-2043,-1352
"2230","PstI.TP577552","Yld_kg.25",2,61335361,"Yld","PS_Y(2)","C106+4202(1)C116+3293(1)","","","FASTmrEMMA(2)","","",0.0259,14.15,NA,"PstI.TP55941",6,51146867,"PstI.TP55941\6\51146867","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+",-2043,-1352
"2231","PstI.TP577552","CmDW_g.47",2,61335361,"CmDW_g","PS_Y(1)","C106+4202(1)","","","FASTmrEMMA(1)","","",0.0283,12.89,NA,"",NA,NA,"","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+",-2043,-1947
"2232","PstI.TP577552","CmDW_g.47",2,61335361,"CmDW_g","PS_Y(1)","C106+4202(1)","","","FASTmrEMMA(1)","","",0.0283,12.89,NA,"",NA,NA,"","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+",-2043,-1947
"2233","PstI.TP577552","CmDW_g.47",2,61335361,"CmDW_g","PS_Y(1)","C106+4202(1)","","","FASTmrEMMA(1)","","",0.0283,12.89,NA,"",NA,NA,"","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+",-2043,-1947
"2234","PstI.TP577552","CmDW_g.47",2,61335361,"CmDW_g","PS_Y(1)","C106+4202(1)","","","FASTmrEMMA(1)","","",0.0283,12.89,NA,"",NA,NA,"","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+",-2043,-1947
"2235","PstI.TP577552","CmDW_g.47",2,61335361,"CmDW_g","PS_Y(1)","C106+4202(1)","","","FASTmrEMMA(1)","","",0.0283,12.89,NA,"",NA,NA,"","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+",-2043,-1352
"2236","PstI.TP577552","CmDW_g.47",2,61335361,"CmDW_g","PS_Y(1)","C106+4202(1)","","","FASTmrEMMA(1)","","",0.0283,12.89,NA,"",NA,NA,"","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+",-2043,-1352
"2237","PstI.TP577552","CmDW_g.47",2,61335361,"CmDW_g","PS_Y(1)","C106+4202(1)","","","FASTmrEMMA(1)","","",0.0283,12.89,NA,"",NA,NA,"","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+",-2043,-1352
"2238","PstI.TP577552","CmDW_g.47",2,61335361,"CmDW_g","PS_Y(1)","C106+4202(1)","","","FASTmrEMMA(1)","","",0.0283,12.89,NA,"",NA,NA,"","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+",-2043,-1352
"2239","PstI.TP577552","CmN.189",2,61335361,"CmN","PS_N(1);PS_Y(2)","C106+4202(3)","","","FASTmrEMMA(2);mrMLM(1)","","",0.0288,9.993,NA,"",NA,NA,"","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+",-2043,-1947
"2240","PstI.TP577552","CmN.189",2,61335361,"CmN","PS_N(1);PS_Y(2)","C106+4202(3)","","","FASTmrEMMA(2);mrMLM(1)","","",0.0288,9.993,NA,"",NA,NA,"","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+",-2043,-1947
"2241","PstI.TP577552","CmN.189",2,61335361,"CmN","PS_N(1);PS_Y(2)","C106+4202(3)","","","FASTmrEMMA(2);mrMLM(1)","","",0.0288,9.993,NA,"",NA,NA,"","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+",-2043,-1947
"2242","PstI.TP577552","CmN.189",2,61335361,"CmN","PS_N(1);PS_Y(2)","C106+4202(3)","","","FASTmrEMMA(2);mrMLM(1)","","",0.0288,9.993,NA,"",NA,NA,"","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+",-2043,-1947
"2243","PstI.TP577552","CmN.189",2,61335361,"CmN","PS_N(1);PS_Y(2)","C106+4202(3)","","","FASTmrEMMA(2);mrMLM(1)","","",0.0288,9.993,NA,"",NA,NA,"","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+",-2043,-1352
"2244","PstI.TP577552","CmN.189",2,61335361,"CmN","PS_N(1);PS_Y(2)","C106+4202(3)","","","FASTmrEMMA(2);mrMLM(1)","","",0.0288,9.993,NA,"",NA,NA,"","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+",-2043,-1352
"2245","PstI.TP577552","CmN.189",2,61335361,"CmN","PS_N(1);PS_Y(2)","C106+4202(3)","","","FASTmrEMMA(2);mrMLM(1)","","",0.0288,9.993,NA,"",NA,NA,"","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+",-2043,-1352
"2246","PstI.TP577552","CmN.189",2,61335361,"CmN","PS_N(1);PS_Y(2)","C106+4202(3)","","","FASTmrEMMA(2);mrMLM(1)","","",0.0288,9.993,NA,"",NA,NA,"","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+",-2043,-1352
"2247","PstI.TP57846","CmDW_g.48",4,4201581,"CmDW_g","PS_N(7)","C106+4202(4);C116+3293(1);C124+2560(2)","","","FASTmrMLM(1);ISIS EM-BLASSO(3);mrMLM(1);pKWmEB(2)","","",0.2298,42.98,NA,"",NA,NA,"","Sobic.004G051900.1","Chr04",4197276,4203457,6182,"+",-4305,-1876
"2248","PstI.TP57846","CmDW_g.48",4,4201581,"CmDW_g","PS_N(7)","C106+4202(4);C116+3293(1);C124+2560(2)","","","FASTmrMLM(1);ISIS EM-BLASSO(3);mrMLM(1);pKWmEB(2)","","",0.2298,42.98,NA,"",NA,NA,"","Sobic.004G051900.1","Chr04",4197276,4203457,6182,"+",-4305,-1876
"2249","PstI.TP57846","CmDW_g.48",4,4201581,"CmDW_g","PS_N(7)","C106+4202(4);C116+3293(1);C124+2560(2)","","","FASTmrMLM(1);ISIS EM-BLASSO(3);mrMLM(1);pKWmEB(2)","","",0.2298,42.98,NA,"",NA,NA,"","Sobic.004G051900.1","Chr04",4197276,4203457,6182,"+",-4305,-1876
"2250","PstI.TP57846","CmDW_g.48",4,4201581,"CmDW_g","PS_N(7)","C106+4202(4);C116+3293(1);C124+2560(2)","","","FASTmrMLM(1);ISIS EM-BLASSO(3);mrMLM(1);pKWmEB(2)","","",0.2298,42.98,NA,"",NA,NA,"","Sobic.004G051900.3","Chr04",4197618,4203457,5840,"+",-3963,-1876
"2251","PstI.TP57846","CmDW_g.48",4,4201581,"CmDW_g","PS_N(7)","C106+4202(4);C116+3293(1);C124+2560(2)","","","FASTmrMLM(1);ISIS EM-BLASSO(3);mrMLM(1);pKWmEB(2)","","",0.2298,42.98,NA,"",NA,NA,"","Sobic.004G051900.3","Chr04",4197618,4203457,5840,"+",-3963,-1876
"2252","PstI.TP57846","CmDW_g.48",4,4201581,"CmDW_g","PS_N(7)","C106+4202(4);C116+3293(1);C124+2560(2)","","","FASTmrMLM(1);ISIS EM-BLASSO(3);mrMLM(1);pKWmEB(2)","","",0.2298,42.98,NA,"",NA,NA,"","Sobic.004G051900.3","Chr04",4197618,4203457,5840,"+",-3963,-1876
"2253","PstI.TP57846","Cml_cm.54",4,4201581,"Cml_cm","PS_N(6)","C106+4202(1);C116+3293(2);C124+2560(3)","","","ISIS EM-BLASSO(3);pKWmEB(2);pLARmEB(1)","","",0.2298,38.35,NA,"",NA,NA,"","Sobic.004G051900.1","Chr04",4197276,4203457,6182,"+",-4305,-1876
"2254","PstI.TP57846","Cml_cm.54",4,4201581,"Cml_cm","PS_N(6)","C106+4202(1);C116+3293(2);C124+2560(3)","","","ISIS EM-BLASSO(3);pKWmEB(2);pLARmEB(1)","","",0.2298,38.35,NA,"",NA,NA,"","Sobic.004G051900.1","Chr04",4197276,4203457,6182,"+",-4305,-1876
