"","SNP","Trait.name","X","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","Method","PS","Software","PVE"
"3543","PstI.TP450151","Lg",6849,4,64705272,0.000000016142911366869,0.0624019169704249,114,NA,NA,0.0000470547929776045,NA,0.0000470547929776046,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.93299489990819"
"3544","PstI.TP452173","GFW_1",4623,2,10527282,0.000596693466940979,0.435189668236589,106,NA,NA,0.0333056519398503,NA,0.0333056519398503,"124+36088im","MLM+SUPER","PS_Y","GAPIT","6.91057366246297"
"3545","PstI.TP460772","GS",5807,4,65508906,0.000102581056980448,0.326797385620915,114,NA,NA,0.0215288915906006,NA,0.0215288915906006,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.73985904665076"
"3546","PstI.TP460830","GHW_1",5141,11,3521,0.000121432014907612,0.117358390168292,106,NA,NA,0.0201723848464282,NA,0.0201723848464283,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.274150299147795"
"3547","PstI.TP460830","HM_1",6130,11,3521,0.000211566740006166,0.117358390168292,106,NA,NA,0.0262133247382339,NA,0.0262133247382339,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.169157833790947"
"3548","PstI.TP460941","Lg",6983,11,3523,0.000184564506667196,0.12933451322095,114,NA,NA,0.0337838026703452,NA,0.0337838026703453,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0633823254658668"
"3549","PstI.TP463648","GS",5804,11,3532,0.0000953485943718278,0.20774083109401,114,NA,NA,0.0202984265763425,NA,0.0202984265763425,"124+36088im","MLM+SUPER","PS_Y","GAPIT","7.46430929297011"
"3550","PstI.TP465891","CmN",3319,11,3546,0.00000800516969999273,0.0765123195034773,114,NA,NA,0.0105003810954805,NA,0.0105003810954805,"124+36088im","MLM+SUPER","PS_Y","GAPIT","7.83717912904191"
"3551","PstI.TP465891","HM_1",6572,11,3546,0.00113958810312342,0.0765123195034773,106,NA,NA,0.0458434021867969,NA,0.0458434021867971,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.561759098213086"
"3552","PstI.TP466257","GFW_1",4747,9,44644886,0.00101122997686558,0.135462635743592,106,NA,NA,0.0446609549041946,NA,0.0446609549041947,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.52672378452692"
"3553","PstI.TP468410","Lg",6855,11,3560,0.000000351010099617376,0.117856877877127,114,NA,NA,0.000551772369087618,NA,0.000551772369087619,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.279277004785615"
"3554","PstI.TP470138","GHW_1",5508,7,7700783,0.000846832438752863,0.0913998874505535,106,NA,NA,0.0428092697888164,NA,0.0428092697888164,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.608707803227452"
"3555","PstI.TP470160","GFW_1",4631,2,1964484,0.000628964471642179,0.415032679738562,106,NA,NA,0.0344170121159887,NA,0.0344170121159887,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.89756357247026"
"3556","PstI.TP470160","GHW_1",5581,2,1964484,0.00106840735069758,0.415032679738562,106,NA,NA,0.0472448036128033,NA,0.0472448036128033,"124+36088im","MLM+SUPER","PS_Y","GAPIT","6.54128352136373"
"3557","PstI.TP471554","GS",5702,11,3580,0.0000000245067995217369,0.182603752815682,114,NA,NA,0.0000321455689326623,NA,0.0000321455689326623,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.99063610775462"
"3558","PstI.TP474063","FD_50",3661,11,3601,0.000397204642637936,0.195603246796596,106,NA,NA,0.0473183736379114,NA,0.0473183736379114,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.38907733168319"
"3559","PstI.TP474063","fprinW",7270,11,3601,0.00023393403060221,0.195603246796596,106,NA,NA,0.0405393789262822,NA,0.0405393789262822,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.08886854881529"
"3560","PstI.TP474063","FW_50",4131,11,3601,0.000347369032378668,0.195603246796596,106,NA,NA,0.0456166950955612,NA,0.0456166950955612,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.15266928924735"
"3561","PstI.TP474063","GFW_1",4351,11,3601,0.0000792888322648965,0.195603246796596,106,NA,NA,0.010505369826451,NA,0.010505369826451,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.42986362397045"
"3562","PstI.TP474063","GHW_1",5069,11,3601,0.0000562886378369558,0.195603246796596,106,NA,NA,0.0184625356462537,NA,0.0184625356462537,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.06717318767861"
"3563","PstI.TP474063","HM_1",6469,11,3601,0.000835158680679859,0.195603246796596,106,NA,NA,0.0399137736074353,NA,0.0399137736074353,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.018082549312"
"3564","PstI.TP474063","HW_1",6796,11,3601,0.000177381268920769,0.195603246796596,106,NA,NA,0.0416564686416905,NA,0.0416564686416905,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.67717715236227"
"3565","PstI.TP474961","FD_1",3375,7,1691478,0.0000174081793937508,0.186274509803922,106,NA,NA,0.0191220665682547,NA,0.0191220665682547,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.217903181235925"
"3566","PstI.TP474961","FD_50",3471,7,1691478,0.0000110527332894824,0.186274509803922,106,NA,NA,0.00926059623636887,NA,0.0092605962363689,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.421385869186554"
"3567","PstI.TP474961","fprind",7361,7,1691478,0.0000100183427211446,0.186274509803922,106,NA,NA,0.00890705152745212,NA,0.00890705152745213,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.396955127598869"
"3568","PstI.TP474961","fprinW",7182,7,1691478,0.0000537043978532141,0.186274509803922,106,NA,NA,0.0230005867916038,NA,0.0230005867916038,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.365786906314496"
"3569","PstI.TP474961","FW_1",3929,7,1691478,0.000061678203052165,0.186274509803922,106,NA,NA,0.0414888712530896,NA,0.0414888712530897,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.203370249569145"
"3570","PstI.TP474961","GFW_1",4506,7,1691478,0.000306411567286982,0.186274509803922,106,NA,NA,0.0227716743801889,NA,0.0227716743801889,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.155703131542088"
"3571","PstI.TP474961","GHW_50",5669,7,1691478,0.0000993644937439979,0.186274509803922,106,NA,NA,0.0483770781607682,NA,0.0483770781607683,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.37214268779316"
"3572","PstI.TP474961","HD_1",5869,7,1691478,0.0000100613106615826,0.186274509803922,106,NA,NA,0.0155263778762328,NA,0.0155263778762328,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.149790069819897"
"3573","PstI.TP474961","HW_1",6751,7,1691478,0.0000635163149928107,0.186274509803922,106,NA,NA,0.0252467728412333,NA,0.0252467728412333,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.12214729261676"
"3574","PstI.TP475191","GFW_1",4440,9,53225889,0.000192414308808611,0.276223606982475,106,NA,NA,0.0175881427779969,NA,0.0175881427779969,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.432565594074689"
"3575","PstI.TP475191","GHW_1",5218,9,53225889,0.000211481942672234,0.276223606982475,106,NA,NA,0.0243014718681775,NA,0.0243014718681774,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.673032403811522"
"3576","PstI.TP475191","HW_1",6799,9,53225889,0.000184951461743037,0.276223606982475,106,NA,NA,0.0420572748407076,NA,0.0420572748407077,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.543712696928787"
"3577","PstI.TP477486","FD_50",3655,2,63077632,0.000380817961704008,0.300653594771242,106,NA,NA,0.0466352963424154,NA,0.0466352963424154,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0592210780822403"
"3578","PstI.TP477486","fprind",7506,2,63077632,0.000310020620583164,0.300653594771242,106,NA,NA,0.0457853217127073,NA,0.0457853217127073,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0524347235284813"
"3579","PstI.TP477486","GFW_1",4625,2,63077632,0.000599636108372814,0.300653594771242,106,NA,NA,0.0333280798030771,NA,0.0333280798030771,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0714372188300483"
"3580","PstI.TP477722","HM_1",6206,1,65237049,0.000310935076230768,0.233637030991003,106,NA,NA,0.0284947022950064,NA,0.0284947022950064,"124+36088im","MLM+SUPER","PS_Y","GAPIT","6.54171832950392"
"3581","PstI.TP478241","HM_1",6354,11,3631,0.00057449585517851,0.0529706363179479,106,NA,NA,0.0347457709818916,NA,0.0347457709818916,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.13575769521549"
"3582","PstI.TP479083","Lg",6931,11,3637,0.0000510339277934462,0.0874630375985588,114,NA,NA,0.0147123523267392,NA,0.0147123523267392,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.311442726942"
"3583","PstI.TP480563","FD_50",3568,11,3643,0.000163740121681391,0.122256582419101,106,NA,NA,0.0336357904337456,NA,0.0336357904337456,"124+36088im","MLM+SUPER","PS_Y","GAPIT","5.0330815114487"
"3584","PstI.TP480563","FM_50",3826,11,3643,0.000177022904879427,0.122256582419101,106,NA,NA,0.0387433867985957,NA,0.0387433867985956,"124+36088im","MLM+SUPER","PS_Y","GAPIT","5.14073726235155"
"3585","PstI.TP480563","fprind",7458,11,3643,0.000167173230920291,0.122256582419101,106,NA,NA,0.0346610829089646,NA,0.0346610829089646,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.91438989962827"
"3586","PstI.TP480563","fprinW",7181,11,3643,0.0000526663853272899,0.122256582419101,106,NA,NA,0.0230005867916038,NA,0.0230005867916038,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.97140556217947"
"3587","PstI.TP480563","FW_50",3957,11,3643,0.0000135135592053896,0.122256582419101,106,NA,NA,0.0134696092532806,NA,0.0134696092532806,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.95568668217145"
"3588","PstI.TP480563","GFW_1",4256,11,3643,0.0000216119390858691,0.122256582419101,106,NA,NA,0.00550453990270572,NA,0.00550453990270573,"124+36088im","MLM+SUPER","PS_Y","GAPIT","5.46878251990661"
"3589","PstI.TP480563","GFW_50",4825,11,3643,0.0000171452250994845,0.122256582419101,106,NA,NA,0.012616497340945,NA,0.012616497340945,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.95395490271237"
"3590","PstI.TP480563","GHW_1",5112,11,3643,0.0000941895492774604,0.122256582419101,106,NA,NA,0.0201674952140825,NA,0.0201674952140825,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.94224275207702"
"3591","PstI.TP480563","HM_1",5965,11,3643,0.0000366157873744335,0.122256582419101,106,NA,NA,0.0204155288357845,NA,0.0204155288357845,"124+36088im","MLM+SUPER","PS_Y","GAPIT","7.32273808340055"
"3592","PstI.TP48338","FD_50",3543,2,71250737,0.0000971803318417343,0.231414623005607,106,NA,NA,0.0249944002503535,NA,0.0249944002503535,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.505881220765237"
"3593","PstI.TP48338","FM_50",3854,2,71250737,0.000239327200375859,0.231414623005607,106,NA,NA,0.042541562260447,NA,0.042541562260447,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.492859922226086"
"3594","PstI.TP48338","fprind",7427,2,71250737,0.0000971194275609661,0.231414623005607,106,NA,NA,0.0268192743435198,NA,0.0268192743435198,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.481183009286485"
"3595","PstI.TP48338","fprinW",7210,2,71250737,0.000111868347893469,0.231414623005607,106,NA,NA,0.0326851368378977,NA,0.0326851368378978,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.449944019089814"
"3596","PstI.TP48338","FW_50",4084,2,71250737,0.000212105510298025,0.231414623005607,106,NA,NA,0.0366077365602525,NA,0.0366077365602526,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.443913522748993"
"3597","PstI.TP48338","GFW_1",4249,2,71250737,0.0000192160134280659,0.231414623005607,106,NA,NA,0.0052511760028321,NA,0.00525117600283209,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.401959369172621"
"3598","PstI.TP48338","GFW_50",4946,2,71250737,0.000211164701194517,0.231414623005607,106,NA,NA,0.0359720439684218,NA,0.0359720439684218,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.477348323228873"
"3599","PstI.TP48338","GHW_1",5208,2,71250737,0.000203520587217197,0.231414623005607,106,NA,NA,0.0240640267837308,NA,0.0240640267837308,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.39471676261364"
"3600","PstI.TP48338","GHW_50",5670,2,71250737,0.000101345957554022,0.231414623005607,106,NA,NA,0.0483770781607682,NA,0.0483770781607683,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.496614008313898"
"3601","PstI.TP48338","HM_1",6580,2,71250737,0.00116415444746942,0.231414623005607,106,NA,NA,0.0463435929816582,NA,0.0463435929816582,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.608536296526204"
"3602","PstI.TP483603","Lg",7034,11,3664,0.000318549743598021,0.322828154747918,114,NA,NA,0.0430764637811881,NA,0.0430764637811881,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.867404575078914"
"3603","PstI.TP485051","CmN",3335,1,7260226,0.0000525755981361271,0.169934640522876,114,NA,NA,0.0364687276497683,NA,0.0364687276497684,"124+36088im","MLM+SUPER","PS_Y","GAPIT","9.20921919306212"
"3604","PstI.TP485067","Lg",6845,10,46676286,0.00000000126461102784117,0.0733565511685634,114,NA,NA,0.00000557646492041185,NA,0.00000557646492041186,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00112611282611493"
"3605","PstI.TP485114","CmN",3330,9,57032697,0.0000223701517760173,0.0595459181325098,114,NA,NA,0.0189309213449044,NA,0.0189309213449044,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.130177384654"
"3606","PstI.TP485114","HM_1",6301,9,57032697,0.000472963772488086,0.0595459181325098,106,NA,NA,0.0325165241360808,NA,0.0325165241360808,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.367182550308646"
"3607","PstI.TP488800","GFW_1",4576,6,58115358,0.000471834976158686,0.144305679924064,106,NA,NA,0.0292183934777481,NA,0.0292183934777481,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.278766913260239"
"3608","PstI.TP489365","GS",5840,2,77061474,0.000234011935092326,0.0568747785446733,114,NA,NA,0.0388548677545069,NA,0.0388548677545068,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.68423387630079"
"3609","PstI.TP490102","GFW_1",4711,11,3717,0.000851956297075299,0.211400820958538,106,NA,NA,0.0400541603897372,NA,0.0400541603897373,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.437104698634967"
"3610","PstI.TP490103","HM_1",6460,1,67018899,0.000800271015847328,0.234483068257828,106,NA,NA,0.0389020582947013,NA,0.0389020582947013,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.368870973105115"
"3611","PstI.TP491452","HM_1",6556,11,3731,0.00107986549933316,0.198137267565298,106,NA,NA,0.0444950502113924,NA,0.0444950502113926,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.146349842149362"
"3612","PstI.TP491926","FD_50",3526,3,62555932,0.0000727355482796591,0.420812677391435,106,NA,NA,0.0224125650497612,NA,0.0224125650497612,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0298981076625232"
"3613","PstI.TP491926","FM_50",3851,3,62555932,0.000226155831309877,0.420812677391435,106,NA,NA,0.041201194990162,NA,0.0412011949901619,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0108750374670133"
"3614","PstI.TP491926","fprind",7416,3,62555932,0.0000780930372563612,0.420812677391435,106,NA,NA,0.0242969680935595,NA,0.0242969680935595,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0255241713087885"
"3615","PstI.TP492157","AIL",3281,11,3737,0.000025991823434112,0.124044462779261,114,NA,NA,0.0358878682089734,NA,0.0358878682089734,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.362604427397629"
"3616","PstI.TP492157","FM_50",3858,11,3737,0.000247409800679698,0.124044462779261,106,NA,NA,0.042541562260447,NA,0.042541562260447,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.98187123571299"
"3617","PstI.TP492157","GFW_1",4468,11,3737,0.000238023658597177,0.124044462779261,106,NA,NA,0.0198232147925026,NA,0.0198232147925027,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.05180574103407"
"3618","PstI.TP492157","HM_1",6123,11,3737,0.000207251544485027,0.124044462779261,106,NA,NA,0.0262133247382339,NA,0.0262133247382339,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.720403430101571"
"3619","PstI.TP494123","fprinW",7290,10,4301743,0.000274245580349006,0.211367995242038,106,NA,NA,0.0425015717472973,NA,0.0425015717472973,"124+36088im","MLM+SUPER","PS_Y","GAPIT","12.2013365868863"
"3620","PstI.TP494123","FW_50",4110,10,4301743,0.000282205359622748,0.211367995242038,106,NA,NA,0.0414449125682591,NA,0.0414449125682591,"124+36088im","MLM+SUPER","PS_Y","GAPIT","12.2864682362144"
"3621","PstI.TP494123","GFW_1",4308,10,4301743,0.0000482602821710294,0.211367995242038,106,NA,NA,0.00814756645749634,NA,0.00814756645749634,"124+36088im","MLM+SUPER","PS_Y","GAPIT","11.683976354159"
"3622","PstI.TP494123","GHW_1",5091,10,4301743,0.0000805050428280439,0.211367995242038,106,NA,NA,0.0201674952140825,NA,0.0201674952140825,"124+36088im","MLM+SUPER","PS_Y","GAPIT","10.7344285543711"
"3623","PstI.TP494123","HM_1",6048,10,4301743,0.00011840162933528,0.211367995242038,106,NA,NA,0.0241213944619576,NA,0.0241213944619576,"124+36088im","MLM+SUPER","PS_Y","GAPIT","12.3633332717595"
"3624","PstI.TP495406","AIL",3271,10,8851249,0.00000828751904540811,0.0701618504353246,114,NA,NA,0.0241571971819152,NA,0.0241571971819151,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.51442376457957"
"3625","PstI.TP495406","fprinGW",7121,10,8851249,0.0000737864483239684,0.0701618504353246,106,NA,NA,0.0483928421332746,NA,0.0483928421332747,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.900362630384357"
"3626","PstI.TP495406","GHW_1",5129,10,8851249,0.000109892619711299,0.0701618504353246,106,NA,NA,0.0201723848464282,NA,0.0201723848464283,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.51436959911018"
"3627","PstI.TP495406","GHW_50",5642,10,8851249,0.0000444364243273989,0.0701618504353246,106,NA,NA,0.0438902202642555,NA,0.0438902202642555,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.05471669705274"
"3628","PstI.TP495406","HM_1",5970,10,8851249,0.0000408242005021323,0.0701618504353246,106,NA,NA,0.0204155288357845,NA,0.0204155288357845,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.269147972932921"
"3629","PstI.TP497168","Lg",6938,11,3766,0.0000684107665114766,0.0549477536509049,114,NA,NA,0.0183131433536947,NA,0.0183131433536947,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.02933072133889"
"3630","PstI.TP498475","FD_50",3649,11,3780,0.000357846118106317,0.334856295539843,106,NA,NA,0.0449877840483683,NA,0.0449877840483683,"124+36088im","MLM+SUPER","PS_Y","GAPIT","14.9373334831638"
"3631","PstI.TP498475","fprind",7526,11,3780,0.000353626570754019,0.334856295539843,106,NA,NA,0.0477664301248577,NA,0.0477664301248578,"124+36088im","MLM+SUPER","PS_Y","GAPIT","14.7635878670729"
"3632","PstI.TP504045","GHW_1",5545,11,3810,0.000955378712762049,0.194140796712096,106,NA,NA,0.0450585010681004,NA,0.0450585010681004,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.465646730418381"
"3633","PstI.TP504809","Bcirc_cm",3295,4,5155593,0.00000793842304055766,0.397918501043684,114,NA,NA,0.0260320737557487,NA,0.0260320737557487,"124+36088im","MLM+SUPER","PS_Y","GAPIT","21.5900313356984"
"3634","PstI.TP505800","GS",5693,11,3821,0.00000000176965538529617,0.0503743899984661,114,NA,NA,0.00000422046721616907,NA,0.00000422046721616907,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.166472457212796"
"3635","PstI.TP507073","GFW_1",4655,11,3830,0.000673993302856057,0.49374971708276,106,NA,NA,0.0351727380627071,NA,0.0351727380627071,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.85893938058001"
"3636","PstI.TP51079","FD_50",3558,11,429,0.000128628105073511,0.0582736583300939,106,NA,NA,0.028841279559816,NA,0.0288412795598161,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.22825833845993"
"3637","PstI.TP51079","fprind",7436,11,429,0.000118277601051514,0.0582736583300939,106,NA,NA,0.0298355248652444,NA,0.0298355248652444,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.22467360856502"
"3638","PstI.TP512725","Lg",6858,11,3867,0.000000378588954927847,0.0516178586301462,114,NA,NA,0.000551772369087618,NA,0.000551772369087619,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.7594287508681"
"3639","PstI.TP513010","GFW_1",4597,9,53784174,0.000524773658121862,0.297474020194851,106,NA,NA,0.0309170605647816,NA,0.0309170605647816,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.903266386472314"
"3640","PstI.TP514943","Lg",6909,4,55295093,0.0000311564697591,0.250909580150762,114,NA,NA,0.0118457801110178,NA,0.0118457801110178,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.374900082581503"
"3641","PstI.TP515295","GFW_1",4541,7,61776197,0.000382730179968145,0.264749314540774,106,NA,NA,0.0258776895393926,NA,0.0258776895393926,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0873299724873759"
"3642","PstI.TP515539","GFW_1",4389,11,3884,0.000114017391184472,0.38087543001417,106,NA,NA,0.0125878204656139,NA,0.0125878204656139,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.78466555125341"
"3643","PstI.TP51884","HW_1",6824,11,433,0.00025291545836274,0.274401060334047,106,NA,NA,0.047486228770227,NA,0.0474862287702269,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.06157845420297"
"3644","PstI.TP51995","GFW_1",4614,2,74836619,0.000569009723230535,0.0522875816993464,106,NA,NA,0.0323804795644899,NA,0.0323804795644899,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.79862264404428"
"3645","PstI.TP521411","GFW_1",4750,11,3897,0.00103004484628031,0.474838611002523,106,NA,NA,0.045263310715775,NA,0.045263310715775,"124+36088im","MLM+SUPER","PS_Y","GAPIT","9.87292714955339"
"3646","PstI.TP522628","FD_50",3522,7,55214011,0.0000700689322802281,0.188166172602709,106,NA,NA,0.0224125650497612,NA,0.0224125650497612,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00784787433857979"
"3647","PstI.TP522628","fprind",7415,7,55214011,0.0000776706025900639,0.188166172602709,106,NA,NA,0.0242969680935595,NA,0.0242969680935595,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00268958741137469"
"3648","PstI.TP522628","fprinW",7257,7,55214011,0.000211554978673279,0.188166172602709,106,NA,NA,0.0404818080035158,NA,0.0404818080035157,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00511622354103516"
"3649","PstI.TP522628","GFW_1",4675,7,55214011,0.000734364074973499,0.188166172602709,106,NA,NA,0.0368936399156776,NA,0.0368936399156776,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.000617792564997584"
"3650","PstI.TP522628","HM_1",6016,7,55214011,0.0000792408285517367,0.188166172602709,106,NA,NA,0.0218821462760659,NA,0.0218821462760659,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0000414153068433316"
"3651","PstI.TP523812","GS",5802,5,18073563,0.0000853921578766799,0.0800726187350503,114,NA,NA,0.0186681489144735,NA,0.0186681489144735,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.32413633754981"
"3652","PstI.TP525648","FD_50",3654,11,3922,0.000379308883373223,0.177995937227806,106,NA,NA,0.0466352963424154,NA,0.0466352963424154,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.68397852088023"
"3653","PstI.TP525648","fprind",7522,11,3922,0.000332978755140091,0.177995937227806,106,NA,NA,0.0459756034860271,NA,0.0459756034860271,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.47271359971454"
"3654","PstI.TP527171","AIL",3280,11,3934,0.000019325529501363,0.0502260219063599,114,NA,NA,0.0281658856077087,NA,0.0281658856077087,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.03664914158298"
"3655","PstI.TP53013","CmN",3317,9,59327122,0.0000063064385037879,0.0748148258765463,114,NA,NA,0.00919128376157621,NA,0.00919128376157621,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0116411563365371"
"3656","PstI.TP53013","GHW_1",5343,9,59327122,0.000460272625338355,0.0748148258765463,106,NA,NA,0.0341746754151228,NA,0.0341746754151228,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.178593357006673"
"3657","PstI.TP53013","HM_1",6014,9,59327122,0.0000785968281890522,0.0748148258765463,106,NA,NA,0.0218821462760659,NA,0.0218821462760659,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.128051354931135"
"3658","PstI.TP530566","Lg",6921,9,9994665,0.0000448024245547565,0.0980504082218586,114,NA,NA,0.0141772925169535,NA,0.0141772925169535,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.16517142484917"
"3659","PstI.TP530627","GHW_1",5613,4,57907294,0.0011767134912029,0.378408042070147,106,NA,NA,0.0495342581420428,NA,0.0495342581420427,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.15636604745347"
"3660","PstI.TP532633","ADD",3199,11,3982,0.0000320499255961835,0.168386227464313,112,NA,NA,0.0350332395037616,NA,0.0350332395037616,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.69515483070749"
"3661","PstI.TP532665","GS",5706,11,3983,0.000000211157639687721,0.0761234157442199,114,NA,NA,0.000230812896648653,NA,0.000230812896648653,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.529101002915172"
"3662","PstI.TP537665","FD_1",3434,1,6031806,0.000148077318128733,0.151878386111037,106,NA,NA,0.0469510210520899,NA,0.0469510210520898,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.487422379499128"
"3663","PstI.TP538261","GFW_1",4700,11,4009,0.00081429113228798,0.370827614721207,106,NA,NA,0.0390404912127443,NA,0.0390404912127443,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0607152879579263"
"3664","PstI.TP538261","HM_1",6589,11,4009,0.00119640977190147,0.370827614721207,106,NA,NA,0.0469562837242814,NA,0.0469562837242816,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00314846608802144"
"3665","PstI.TP539520","HM_1",6531,1,79006048,0.00102285180319516,0.158988316705305,106,NA,NA,0.0438263997866714,NA,0.0438263997866716,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.17182513144309"
"3666","PstI.TP539779","ADD",3179,2,5282633,0.00000426490347967457,0.0968645019613543,112,NA,NA,0.0217819260192897,NA,0.0217819260192897,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0513027029792032"
"3667","PstI.TP541575","GS",5744,2,74276308,0.00000837093836019594,0.0877983822062058,114,NA,NA,0.00354198704744162,NA,0.00354198704744162,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0283760449305822"
