"","SNP","Chromosome","Position","Trait.name","Method","QTN.effect","LOD.score","PVE","MAF","Genotype.for.code.1","Var_error","Var_phen..total.","Software","Ind.SNP","PS","P.value"
"1019","PstI.TP935651",4,66370793,"HD_1","ISIS EM-BLASSO",0.0253,3.2652,6.3664,0.2069,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.000105462970589965
"1123","PstI.TP532426",7,64966356,"HD_1","ISIS EM-BLASSO",0.0359,3.6802,11.6943,0.4698,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000384326207190951
"12161","PstI.TP1159423",11,8140,"HD_1","ISIS EM-BLASSO",0.0442,3.2414,19.3379,0.3966,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.000111763501610878
"1124","PstI.TP532426",7,64966356,"FD_1","mrMLM",0.0478,3.4159,13.832,0.4605,"C",0.0076,0.0109,"mrMLMM","F116+3098","PS_N",0.0000730465989520411
"21151","PstI.TP1159423",11,8140,"FD_1","mrMLM",0.068,3.5703,30.4345,0.4035,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000501764579036709
"330","PstI.TP360841",2,2832783,"FD_1","FASTmrMLM",0.0356,3.0321,4.6149,0.4052,"C",0.0064,0.0109,"mrMLMM","F116+3098","PS_N",0.000186466148299849
"428","PstI.TP532426",7,64966356,"FD_1","FASTmrMLM",0.0307,3.6433,7.1695,0.4698,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000420339303236549
"527","PstI.TP85647",10,60886778,"FD_1","FASTmrMLM",0.000073062,3.1613,0.000019452,0.056,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.000135925206042368
"625","PstI.TP1159423",11,8140,"FD_1","FASTmrMLM",0.0424,4.8594,14.8953,0.3966,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000223975234517842
"726","PstI.TP457393",1,60097068,"FD_1","FASTmrEMMA",-0.0824,4.0437,7.5211,0.2069,"C",0.0073,0.0109,"mrMLMM","F116+3098","PS_N",0.000015944099649102
"824","PstI.TP1231486",2,73904492,"FD_1","pLARmEB",0.0411,3.1926,12.4105,0.2586,"A",0.0056,0.0109,"mrMLMM","F116+3098","PS_N",0.000125921532345884
"924","PstI.TP532426",7,64966356,"FD_1","pLARmEB",0.0387,8.4953,9.3091,0.4698,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000000398382268248836
"1020","PstI.TP1159423",11,8140,"FD_1","pLARmEB",0.058,3.4229,22.8667,0.3966,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000718124923883475
"1125","PstI.TP772632",2,65920887,"FD_1","ISIS EM-BLASSO",0.0344,3.2971,8.7614,0.181,"A",0.0053,0.0109,"mrMLMM","F116+3098","PS_N",0.0000975663369370956
"12171","PstI.TP532426",7,64966356,"FD_1","ISIS EM-BLASSO",0.0396,3.9687,10.9224,0.4698,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.000019111729942272
"1126","PstI.TP532426",7,64966356,"HD_50","mrMLM",0.1333,5.4813,14.045,0.4605,"C",0.0553,0.0818,"mrMLMM","F116+3098","PS_N",0.000000505824662003114
"21161","PstI.TP1159423",11,8140,"HD_50","mrMLM",0.196,5.5293,33.1377,0.4035,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000451128225271586
"333","PstI.TP457393",1,60097068,"HD_50","FASTmrEMMA",-0.2293,4.9011,7.7712,0.2069,"C",0.0558,0.0818,"mrMLMM","F116+3098","PS_N",0.00000202674915209897
"429","PstI.TP1159423",11,8140,"HD_50","FASTmrEMMA",0.2247,3.777,6.7846,0.3966,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000303948496877011
"528","PstI.TP1231486",2,73904492,"HD_50","pLARmEB",0.1016,4.0845,10.7877,0.2586,"A",0.0409,0.0818,"mrMLMM","F116+3098","PS_N",0.000014447742743801
"626","PstI.TP532426",7,64966356,"HD_50","pLARmEB",0.1191,6.5828,12.587,0.4698,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000000367536097771479
"727","PstI.TP1159423",11,8140,"HD_50","pLARmEB",0.151,5.9898,22.0878,0.3966,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000150487351880251
"825","PstI.TP935651",4,66370793,"HD_50","ISIS EM-BLASSO",0.0833,3.692,6.0727,0.2069,"A",0.0427,0.0818,"mrMLMM","F116+3098","PS_N",0.0000373508078943063
"925","PstI.TP532426",7,64966356,"HD_50","ISIS EM-BLASSO",0.1295,8.6201,13.4532,0.4698,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000000296824674346324
"1127","PstI.TP532426",7,64966356,"FD_50","mrMLM",0.1681,5.458,14.1421,0.4605,"C",0.0882,0.1298,"mrMLMM","F116+3098","PS_N",0.000000534810592074828
"2117","PstI.TP1159423",11,8140,"FD_50","mrMLM",0.2446,5.3756,32.6238,0.4035,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000651178420546181
"334","PstI.TP457393",1,60097068,"FD_50","FASTmrEMMA",-0.2981,3.3996,8.2809,0.2069,"C",0.0885,0.1298,"mrMLMM","F116+3098","PS_N",0.0000759976214361037
"430","PstI.TP457393",1,60097068,"FD_50","pLARmEB",-0.1164,4.6764,6.5178,0.2069,"C",0.0635,0.1298,"mrMLMM","F116+3098","PS_N",0.00000347456147497044
"529","PstI.TP1231486",2,73904492,"FD_50","pLARmEB",0.1485,4.1188,12.5029,0.2586,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000132984186213316
"627","PstI.TP935651",4,66370793,"FD_50","pLARmEB",0.1153,3.9183,6.9791,0.2069,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000215873831601281
"728","PstI.TP532426",7,64966356,"FD_50","pLARmEB",0.1403,7.5864,9.4796,0.4698,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000000340800324800366
"826","PstI.TP831544",10,5137704,"FD_50","pLARmEB",-0.0002,3.2479,0.00000075276,0.181,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.000110001852750622
"926","PstI.TP1159423",11,8140,"FD_50","pLARmEB",0.22,5.7232,25.4016,0.3966,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000028405340525398
"1021","PstI.TP457393",1,60097068,"FD_50","ISIS EM-BLASSO",-0.1178,3.553,6.6689,0.2069,"C",0.0639,0.1298,"mrMLMM","F116+3098","PS_N",0.0000523359365186758
"1128","PstI.TP1231486",2,73904492,"FD_50","ISIS EM-BLASSO",0.1511,3.6715,12.9197,0.2586,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000392554535970109
"12181","PstI.TP935651",4,66370793,"FD_50","ISIS EM-BLASSO",0.1194,4.4781,7.4709,0.2069,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000055962872738197
"1315","PstI.TP532426",7,64966356,"FD_50","ISIS EM-BLASSO",0.14,6.8332,9.4182,0.4698,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000000202861671696629
"1415","PstI.TP1159423",11,8140,"FD_50","ISIS EM-BLASSO",0.2247,8.9862,26.4624,0.3966,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000000125227583459714
"1129","PstI.TP457393",1,60097068,"HW_1","mrMLM",-0.003,3.5489,12.8313,0.2105,"C",0,0,"mrMLMM","F116+3098","PS_N",0.000052856694480099
"2118","PstI.TP532426",7,64966356,"HW_1","mrMLM",0.0025,3.3653,8.7205,0.4605,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000826228173743598
"335","PstI.TP1159423",11,8140,"HW_1","mrMLM",0.004,4.2526,25.4115,0.4035,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000096316346402398
"432","PstI.TP217258",3,3992070,"HW_1","FASTmrMLM",0.0005,3.2268,0.1384,0.0388,"C",0,0,"mrMLMM","F116+3098","PS_N",0.000115824384231738
"530","PstI.TP457393",1,60097068,"HW_1","FASTmrEMMA",-0.0061,4.9327,9.1316,0.2069,"C",0,0,"mrMLMM","F116+3098","PS_N",0.00000187888413793044
"1130","PstI.TP532426",7,64966356,"FW_1","mrMLM",0.0041,3.3544,13.6252,0.4605,"C",0.0001,0.0001,"mrMLMM","F116+3098","PS_N",0.0000848594084500823
"2119","PstI.TP1159423",11,8140,"FW_1","mrMLM",0.0059,3.5726,30.5491,0.4035,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000498999373084596
"336","PstI.TP457393",1,60097068,"FW_1","FASTmrEMMA",-0.007,4.076,7.2901,0.2069,"C",0.0001,0.0001,"mrMLMM","F116+3098","PS_N",0.0000147468750331735
"532","PstI.TP935651",4,66370793,"FW_1","ISIS EM-BLASSO",0.002,3.2371,4.3847,0.2069,"A",0,0.0001,"mrMLMM","F116+3098","PS_N",0.000112953579949769
"542","PstI.TP532426",7,64966356,"FW_1","ISIS EM-BLASSO",0.0032,3.3793,10.3522,0.4698,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000798546112903075
"1131","PstI.TP332845",3,68039381,"HW_50","mrMLM",-0.0157,3.6325,12.2359,0.4415,"C",0.0007,0.0013,"mrMLMM","F96+4814","PS_N",0.0000431519076827765
"2120","PstI.TP532426",7,64966356,"HW_50","mrMLM",0.0149,3.6951,12.3981,0.4734,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000370680721782576
"337","PstI.TP1159423",11,8140,"HW_50","mrMLM",0.0215,4.9916,26.9529,0.4202,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000163154854391521
"433","PstI.TP332845",3,68039381,"HW_50","FASTmrMLM",-0.0145,4.8815,11.9866,0.4427,"C",0.0005,0.0013,"mrMLMM","F96+4814","PS_N",0.0000021242224773887
"533","PstI.TP245404",1,79960134,"HW_50","pLARmEB",-0.0122,3.0005,0,0.151,"C",0.0005,0.0013,"mrMLMM","F96+4814","PS_N",0.000201465181771421
"628","PstI.TP332845",3,68039381,"HW_50","pLARmEB",-0.0184,12.3102,19.3044,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000000000000510622561629957
"729","PstI.TP1107519",9,3315165,"HW_50","pLARmEB",0.000035051,3.1319,0.000028564,0.0417,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.000146049474944163
"827","NsiI.TP616446",9,56031936,"HW_50","pLARmEB",-0.0076,4.0476,4.2006,0.4531,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000157942860773856
"1132","PstI.TP332845",3,68039381,"FW_50","mrMLM",-0.0224,3.6798,12.4711,0.4415,"C",0.0015,0.0026,"mrMLMM","F96+4814","PS_N",0.0000384680347771891
"2121","PstI.TP532426",7,64966356,"FW_50","mrMLM",0.0211,3.6882,12.434,0.4734,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000376964106646244
"338","PstI.TP1159423",11,8140,"FW_50","mrMLM",0.0299,4.8858,26.4423,0.4202,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000210232570291946
"434","PstI.TP548709",2,61335066,"FW_50","FASTmrMLM",0.0302,3.8376,5.5895,0.0729,"A",0.0011,0.0026,"mrMLMM","F96+4814","PS_N",0.0000262421854338444
"534","PstI.TP332845",3,68039381,"FW_50","FASTmrMLM",-0.0221,5.6872,13.9971,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000030945677839874
"629","PstI.TP532426",7,64966356,"FW_50","FASTmrMLM",0.0127,3.0882,5.2508,0.4844,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000162517450240635
"730","PstI.TP245404",1,79960134,"FW_50","pLARmEB",-0.0166,6.3994,0,0.151,"C",0.001,0.0026,"mrMLMM","F96+4814","PS_N",0.0000000568067574106773
"828","PstI.TP332845",3,68039381,"FW_50","pLARmEB",-0.0222,10.128,14.2201,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000000000853296570195113
"927","NsiI.TP274765",6,47625849,"FW_50","pLARmEB",-0.0058,3.2458,1.2956,0.3333,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.000110585961931262
"1022","PstI.TP1026818",11,7134,"FW_50","pLARmEB",0.000068487,3.6515,0.0001,0.1406,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000412002641060553
"1133","NsiI.TP395863",11,13491,"FW_50","pLARmEB",0.0024,3.8108,0.0422,0.1458,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000280027059501063
"1219","PstI.TP332845",3,68039381,"FW_50","ISIS EM-BLASSO",-0.015,4.9765,6.4433,0.4427,"C",0.0008,0.0026,"mrMLMM","F96+4814","PS_N",0.00000169160905027763
"1316","NsiI.TP57283",6,49505312,"FW_50","ISIS EM-BLASSO",-0.008,3.9971,0,0.1302,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000178443198854037
"1134","PstI.TP1159423",11,8140,"GHW_1","mrMLM",0.0109,3.7944,34.7371,0.4202,"C",0.0002,0.0003,"mrMLMM","F96+4814","PS_N",0.0000291407013477081
"2122","PstI.TP332845",3,68039381,"GHW_1","FASTmrMLM",-0.0062,3.8061,11.2529,0.4427,"C",0.0001,0.0003,"mrMLMM","F96+4814","PS_N",0.000028326962002809
"339","PstI.TP1159423",11,8140,"GHW_1","FASTmrMLM",0.0041,3.0336,5.8191,0.4115,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.00018578044550917
"552","PstI.TP332845",3,68039381,"GHW_1","ISIS EM-BLASSO",-0.0072,3.2497,15.3368,0.4427,"C",0.0001,0.0003,"mrMLMM","F96+4814","PS_N",0.000109521655536674
"562","PstI.TP1107519",9,3315165,"GHW_1","ISIS EM-BLASSO",0.0006,3.8719,0.0374,0.0417,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000241546083444494
"1135","PstI.TP332845",3,68039381,"GFW_1","mrMLM",-0.0081,5.2844,19.7848,0.4415,"C",0.0002,0.0002,"mrMLMM","F96+4814","PS_N",0.000000809654995908194
"2123","PstI.TP1052140",6,19137861,"GFW_1","mrMLM",0.0141,3.0035,9.816,0.0957,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.000199986186963274
"340","PstI.TP1159423",11,8140,"GFW_1","FASTmrEMMA",0.0148,3.7905,10.2467,0.4115,"C",0.0002,0.0002,"mrMLMM","F96+4814","PS_N",0.0000294103369374731
"435","PstI.TP1126710",1,18437271,"GFW_1","pLARmEB",0.0004,26.1783,0,0.026,"G",0,0.0002,"mrMLMM","F96+4814","PS_N",0.000000000000000000000000000479181452908222
"535","NsiI.TP499934",1,76362422,"GFW_1","pLARmEB",-0.0015,74.3303,0,0.2083,"G",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000000000000000000000000000000000000000000000000000000000000000000000000202255341492297
"630","PstI.TP245404",1,79960134,"GFW_1","pLARmEB",-0.0022,76.5711,0,0.151,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000000000000000000000000000000000000000000000000000000000000000000000000000011449855346902
"732","PstI.TP972096",2,3042190,"GFW_1","pLARmEB",0.0001,31.7267,0,0.0312,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000000000000000000000000000000123367282976633
"829","NsiI.TP464287",2,61339842,"GFW_1","pLARmEB",0.0006,52.2307,0.0106,0.0417,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000000000000000000000000000000000000000000000000000302551980387232
"928","PstI.TP541575",2,74276308,"GFW_1","pLARmEB",-0.0009,12.1489,0.1656,0.0938,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000000000000745075014636251
"1023","NsiI.TP436966",3,208286,"GFW_1","pLARmEB",0.0014,46.8046,0.4957,0.1042,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000000000000000000000000000000000000000000000851726186645923
"1136","PstI.TP365053",3,3451546,"GFW_1","pLARmEB",0.0001,55.7881,0.0003,0.0208,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000000000000000000000000000000000000000000000000000000811521443434727
"1220","PstI.TP740179",3,8414014,"GFW_1","pLARmEB",0.0005,55.5245,0.0252,0.0417,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000000000000000000000000000000000000000000000000000000149279440957899
"1317","PstI.TP246329",3,29389536,"GFW_1","pLARmEB",-0.0003,64.8776,0.0034,0.0156,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000000000000000000000000000000000000000000000000000000000000000613196969715679
"1416","PstI.TP582861",3,66513476,"GFW_1","pLARmEB",0.0005,63.2938,0.048,0.0625,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000000000000000000000000000000000000000000000000000000000000000238067438962545
"1514","PstI.TP332845",3,68039381,"GFW_1","pLARmEB",-0.0037,83.3827,4.1867,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000169433780044733
"1613","PstI.TP1105986",6,45582438,"GFW_1","pLARmEB",0.0009,30.5568,0.2697,0.1406,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000000000000000000000000000000185823227962933
"1712","PstI.TP1175455",6,49891048,"GFW_1","pLARmEB",0.0005,86.7912,0.0247,0.0365,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000648634433548235
"1812","NsiI.TP395863",11,13491,"GFW_1","pLARmEB",0.0011,35.9274,0.099,0.1458,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000000000000000000000000000000000000731139083483413
"1912","PstI.TP332845",3,68039381,"GFW_1","ISIS EM-BLASSO",-0.005,3.4952,7.6402,0.4427,"C",0.0001,0.0002,"mrMLMM","F96+4814","PS_N",0.0000602282161014634
"2012","PstI.TP166492",6,2200069,"GFW_1","ISIS EM-BLASSO",-0.0019,3.0707,1.0141,0.125,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.000169628960226008
"2124","PstI.TP532426",7,64966356,"GFW_1","ISIS EM-BLASSO",0.0038,5.5951,5.0102,0.4844,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000385567127557394
"22121","PstI.TP160752",11,1322,"GFW_1","ISIS EM-BLASSO",-0.002,3.0071,0.6546,0.3177,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000198243976287264
"2312","PstI.TP1175461",11,8280,"GFW_1","ISIS EM-BLASSO",-0.0029,3.7778,1.0177,0.2344,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000303319268535356
"2412","NsiI.TP66747",11,9923,"GFW_1","ISIS EM-BLASSO",0.000048996,3.8001,0.0003,0.0417,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000287408759361502
"1137","PstI.TP332845",3,68039381,"GHW_50","mrMLM",-0.0173,4.7229,14.0213,0.4415,"C",0.0008,0.0016,"mrMLMM","F96+4814","PS_N",0.00000310742031038859
"2125","PstI.TP1052140",6,19137861,"GHW_50","mrMLM",0.0323,3.8643,7.9035,0.0957,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000246036760414763
"343","PstI.TP1159423",11,8140,"GHW_50","mrMLM",0.0196,4.3493,21.2741,0.4202,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000762956891161533
"436","PstI.TP332845",3,68039381,"GHW_50","FASTmrMLM",-0.016,5.6875,12.0839,0.4427,"C",0.0006,0.0016,"mrMLMM","F96+4814","PS_N",0.000000309243087044157
"536","PstI.TP245404",1,79960134,"GHW_50","pLARmEB",-0.0135,5.962,0,0.151,"C",0.0006,0.0016,"mrMLMM","F96+4814","PS_N",0.000000160805167218627
"631","PstI.TP1226186",3,7342289,"GHW_50","pLARmEB",0.0115,4.3189,4.3974,0.2969,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000820918418869903
"733","PstI.TP332845",3,68039381,"GHW_50","pLARmEB",-0.0214,11.9704,21.5804,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000000000113187899365542
"830","NsiI.TP616446",9,56031936,"GHW_50","pLARmEB",-0.0089,3.8276,4.7512,0.4531,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000268843784306457
"929","PstI.TP332845",3,68039381,"GHW_50","ISIS EM-BLASSO",-0.013,3.3578,7.9752,0.4427,"C",0.0004,0.0016,"mrMLMM","F96+4814","PS_N",0.000084158890234291
"1138","PstI.TP332845",3,68039381,"GFW_50","mrMLM",-0.0121,4.0838,12.1117,0.4415,"C",0.0005,0.0009,"mrMLMM","F96+4814","PS_N",0.0000144710485309493
"2126","PstI.TP1052140",6,19137861,"GFW_50","mrMLM",0.0255,4.1774,8.7203,0.0957,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000115451611692143
"344","PstI.TP1159423",11,8140,"GFW_50","mrMLM",0.0142,4.0159,19.8794,0.4202,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000170490427599289
"437","PstI.TP332845",3,68039381,"GFW_50","FASTmrMLM",-0.0113,4.2415,10.6519,0.4427,"C",0.0003,0.0009,"mrMLMM","F96+4814","PS_N",0.00000989236198851424
"537","PstI.TP245404",1,79960134,"GFW_50","pLARmEB",-0.0084,4.1068,0,0.151,"C",0.0004,0.0009,"mrMLMM","F96+4814","PS_N",0.0000136898913070074
"632","PstI.TP332845",3,68039381,"GFW_50","pLARmEB",-0.0121,6.4701,12.0432,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000000480286080239691
"734","NsiI.TP274765",6,47625849,"GFW_50","pLARmEB",-0.0048,4.2137,2.5169,0.3333,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.000010577913224995
"831","NsiI.TP395863",11,13491,"GFW_50","pLARmEB",0.0003,3.0037,0.002,0.1458,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000199894111123566
"930","PstI.TP1107519",9,3315165,"GFW_50","ISIS EM-BLASSO",0.0052,5.1826,0.8955,0.0417,"A",0.0003,0.0009,"mrMLMM","F96+4814","PS_N",0.0000010327614057614
"1139","PstI.TP332845",3,68039381,"HM_1","mrMLM",-0.0396,5.3368,19.3075,0.4415,"C",0.004,0.0061,"mrMLMM","F96+4814","PS_N",0.000000714331826156052
"2127","PstI.TP1052140",6,19137861,"HM_1","mrMLM",0.0716,3.139,10.1942,0.0957,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.000143548943335366
"345","PstI.TP332845",3,68039381,"HM_1","FASTmrMLM",-0.0291,3.6502,10.4098,0.4427,"C",0.0029,0.0061,"mrMLMM","F96+4814","PS_N",0.00004133329236662
"438","NsiI.TP395863",11,13491,"HM_1","FASTmrMLM",0.0217,4.5157,1.5197,0.1458,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000051121077611774
"538","PstI.TP1159423",11,8140,"HM_1","FASTmrEMMA",0.0781,3.8625,11.4673,0.4115,"C",0.0036,0.0061,"mrMLMM","F96+4814","PS_N",0.0000247115507501822
"633","NsiI.TP499934",1,76362422,"HM_1","pLARmEB",-0.0156,5.6673,0,0.2083,"G",0.0025,0.0061,"mrMLMM","F96+4814","PS_N",0.000000324563740620266
"735","PstI.TP245404",1,79960134,"HM_1","pLARmEB",-0.0291,3.4214,0,0.151,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000720775473369528
"832","PstI.TP332845",3,68039381,"HM_1","pLARmEB",-0.0241,7.4254,7.1608,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000000498884487460013
"931","NsiI.TP274765",6,47625849,"HM_1","pLARmEB",-0.016,8.0221,4.1935,0.3333,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000000121702640240405
"1024","NsiI.TP634012",10,15996271,"HM_1","pLARmEB",-0.0216,3.4196,6.9352,0.474,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000723935710242304
"1140","NsiI.TP395863",11,13491,"HM_1","pLARmEB",0.0081,5.665,0.2134,0.1458,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000326287172143085
"1221","NsiI.TP431947",11,14074,"HM_1","pLARmEB",0.043,3.1922,4.8336,0.0469,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.000126037563789442
"1318","PstI.TP532426",7,64966356,"HM_1","ISIS EM-BLASSO",0.0286,5.7495,11.3356,0.4844,"C",0.0028,0.0061,"mrMLMM","F96+4814","PS_N",0.000000266747280212458
"1141","PstI.TP332845",3,68039381,"FM_1","mrMLM",-0.0216,4.8723,21.286,0.4415,"C",0.0011,0.0015,"mrMLMM","F96+4814","PS_N",0.00000217170084334799
"2128","PstI.TP532426",7,64966356,"FM_1","mrMLM",0.0162,3.0234,13.4499,0.4734,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000190458342289451
"346","PstI.TP332845",3,68039381,"FM_1","FASTmrEMMA",-0.0305,3.2535,9.2872,0.4427,"C",0.0008,0.0015,"mrMLMM","F96+4814","PS_N",0.000108517554963278
"1142","PstI.TP332845",3,68039381,"HM_50","mrMLM",-0.0119,5.2901,12.1788,0.4415,"C",0.0004,0.0008,"mrMLMM","F96+4814","PS_N",0.000000798730006111314
"2129","PstI.TP532426",7,64966356,"HM_50","mrMLM",0.0113,3.5386,12.3399,0.4734,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000542000890401624
"347","PstI.TP1159423",11,8140,"HM_50","mrMLM",0.0169,3.6635,28.8189,0.4202,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000400221117249703
"439","PstI.TP332845",3,68039381,"HM_50","FASTmrMLM",-0.0093,4.3371,8.605,0.4427,"C",0.0004,0.0008,"mrMLMM","F96+4814","PS_N",0.00000785778243559009
"742","NsiI.TP479743",11,14885,"HM_50","ISIS EM-BLASSO",0.0053,3.131,3.5134,0.2396,"A",0.0002,0.0008,"mrMLMM","F96+4814","PS_N",0.000146386153755062
"1143","PstI.TP332845",3,68039381,"FM_50","mrMLM",-0.0108,4.3265,22.1561,0.4415,"C",0.0003,0.0004,"mrMLMM","F96+4814","PS_N",0.00000805934969112745
"7110","PstI.TP332845",3,68039381,"FM_50","ISIS EM-BLASSO",-0.0062,3.1446,7.6841,0.4427,"C",0.0001,0.0004,"mrMLMM","F96+4814","PS_N",0.000141579377995708
"7210","PstI.TP532426",7,64966356,"FM_50","ISIS EM-BLASSO",0.0035,3.8838,2.7989,0.4844,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000234692926268646
"736","PstI.TP737962",11,5096,"FM_50","ISIS EM-BLASSO",0.0019,3.1923,0.8083,0.4219,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000126008545908824
"743","NsiI.TP560012",11,16067,"FM_50","ISIS EM-BLASSO",-0.0044,4.8578,5.0335,0.2812,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000224853680149162
"1144","PstI.TP1040729",4,54844080,"TFN","mrMLM",1.0104,4.229,9.9267,0.2128,"A",1.9016,3.0472,"mrMLMM","F96+4814","PS_N",0.000010195299775626
"2130","PstI.TP651320",5,35481232,"TFN","mrMLM",-1.2474,3.8978,40.5357,0.2553,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000226881978114451
"348","PstI.TP1040729",4,54844080,"TFN","FASTmrMLM",0.8975,4.2495,8.6084,0.2083,"A",2.0194,3.0472,"mrMLMM","F96+4814","PS_N",0.00000970286524792922
"440","PstI.TP852023",4,51121423,"TFN","FASTmrEMMA",2.925,5.1464,13.6411,0.0781,"C",2.0038,3.0472,"mrMLMM","F96+4814","PS_N",0.00000112641908462864
"539","PstI.TP1131191",6,56067093,"TFN","FASTmrEMMA",3.5869,3.7138,8.0629,0.0417,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000354241958261649
